,2035,2040,2050
07MAY21:00,43,2,48
07MAY22:00,41,2,47
07MAY23:00,30,2,46
08MAY00:00,26,2,46
08MAY01:00,3,2,46
08MAY02:00,2,2,44
08MAY03:00,2,2,5
08MAY04:00,2,2,4
08MAY05:00,2,2,3
08MAY06:00,1,1,2
08MAY07:00,1,1,1
08MAY08:00,1,1,1
08MAY09:00,1,1,1
08MAY10:00,1,1,1
08MAY11:00,1,1,1
08MAY12:00,1,1,1
08MAY13:00,1,1,1
08MAY14:00,1,1,1
08MAY15:00,1,1,1
08MAY16:00,1,3,2
08MAY17:00,2,44,3
08MAY18:00,2,47,3
08MAY19:00,2,47,3
08MAY20:00,2,45,3
08MAY21:00,2,44,3
08MAY22:00,2,41,3
08MAY23:00,2,40,3
09MAY00:00,2,38,3
09MAY01:00,2,3,3
09MAY02:00,2,3,3
09MAY03:00,2,3,3
09MAY04:00,2,3,3
09MAY05:00,2,2,3
09MAY06:00,2,1,3
09MAY07:00,2,1,2
09MAY08:00,1,1,1
09MAY09:00,1,1,1
09MAY10:00,1,1,1
09MAY11:00,1,1,1
09MAY12:00,1,1,1
09MAY13:00,1,1,1
09MAY14:00,1,1,1
09MAY15:00,31,1,3
09MAY16:00,42,1,47
09MAY17:00,52,2,49
09MAY18:00,53,2,50
09MAY19:00,53,2,50
09MAY20:00,52,2,49
09MAY21:00,51,2,49
09MAY22:00,51,2,48
09MAY23:00,50,2,48
10MAY00:00,48,2,48
10MAY01:00,48,2,48
10MAY02:00,48,2,48
10MAY03:00,51,2,49
10MAY04:00,51,2,49
10MAY05:00,51,2,49
10MAY06:00,50,2,46
10MAY07:00,39,2,3
10MAY08:00,2,1,1
10MAY09:00,1,1,1
10MAY10:00,1,1,1
10MAY11:00,1,1,1
10MAY12:00,1,1,1
10MAY13:00,1,1,1
10MAY14:00,2,1,1
10MAY15:00,40,30,35
10MAY16:00,42,43,47
10MAY17:00,52,47,50
10MAY18:00,53,48,50
10MAY19:00,53,48,50
10MAY20:00,52,47,50
10MAY21:00,52,47,50
10MAY22:00,51,46,50
10MAY23:00,51,45,50
11MAY00:00,51,44,50
11MAY01:00,50,44,50
11MAY02:00,50,45,50
11MAY03:00,51,46,50
11MAY04:00,52,46,50
11MAY05:00,52,46,49
11MAY06:00,48,44,47
11MAY07:00,40,32,38
11MAY08:00,29,2,3
11MAY09:00,3,1,2
11MAY10:00,3,1,2
11MAY11:00,3,1,2
11MAY12:00,3,1,2
11MAY13:00,3,1,2
11MAY14:00,3,4,2
11MAY15:00,3,42,3
11MAY16:00,30,45,41
11MAY17:00,40,47,47
11MAY18:00,40,48,47
11MAY19:00,40,48,47
11MAY20:00,40,47,47
11MAY21:00,40,47,47
11MAY22:00,38,47,47
11MAY23:00,37,46,47
12MAY00:00,37,46,47
12MAY01:00,38,46,47
12MAY02:00,38,47,47
12MAY03:00,38,47,47
12MAY04:00,38,47,47
12MAY05:00,35,47,47
12MAY06:00,12,45,12
12MAY07:00,1,38,1
12MAY08:00,1,4,1
12MAY09:00,1,2,1
12MAY10:00,1,2,1
12MAY11:00,1,2,1
12MAY12:00,1,2,1
12MAY13:00,1,2,1
12MAY14:00,1,2,1
12MAY15:00,1,2,1
12MAY16:00,2,32,3
12MAY17:00,34,42,47
12MAY18:00,38,42,47
12MAY19:00,34,42,47
12MAY20:00,32,42,47
12MAY21:00,32,42,47
12MAY22:00,30,42,46
12MAY23:00,30,42,47
13MAY00:00,32,42,45
13MAY01:00,37,42,46
13MAY02:00,37,42,46
13MAY03:00,37,42,46
13MAY04:00,37,42,46
13MAY05:00,37,42,46
13MAY06:00,28,18,43
13MAY07:00,15,1,2
13MAY08:00,1,1,1
13MAY09:00,1,1,1
13MAY10:00,1,1,1
13MAY11:00,1,1,1
13MAY12:00,1,1,1
13MAY13:00,1,1,1
13MAY14:00,1,1,1
13MAY15:00,2,1,1
13MAY16:00,23,15,8
13MAY17:00,38,42,45
13MAY18:00,38,42,46
13MAY19:00,38,42,46
13MAY20:00,38,42,46
13MAY21:00,36,42,45
13MAY22:00,35,40,43
13MAY23:00,35,40,44
14MAY00:00,36,41,46
14MAY01:00,38,42,46
14MAY02:00,39,42,46
14MAY03:00,39,42,46
14MAY04:00,40,42,46
14MAY05:00,40,42,46
14MAY06:00,39,40,45
14MAY07:00,39,3,39
14MAY08:00,26,1,2
14MAY09:00,4,1,1
14MAY10:00,4,1,1
14MAY11:00,3,1,1
14MAY12:00,3,1,1
14MAY13:00,3,1,1
14MAY14:00,3,1,1
14MAY15:00,21,1,2
14MAY16:00,28,31,42
14MAY17:00,35,42,44
14MAY18:00,28,42,44
14MAY19:00,28,42,44
14MAY20:00,26,42,44
14MAY21:00,26,42,44
14MAY22:00,26,40,42
14MAY23:00,26,40,42
15MAY00:00,26,42,44
15MAY01:00,26,42,44
15MAY02:00,26,42,44
15MAY03:00,26,42,44
15MAY04:00,28,42,44
15MAY05:00,28,42,44
15MAY06:00,28,42,44
15MAY07:00,26,41,2
15MAY08:00,3,14,1
15MAY09:00,2,1,1
15MAY10:00,2,1,1
15MAY11:00,2,1,1
15MAY12:00,2,1,1
15MAY13:00,2,1,1
15MAY14:00,2,1,1
15MAY15:00,3,13,2
15MAY16:00,26,24,45
15MAY17:00,28,32,45
15MAY18:00,35,24,45
15MAY19:00,33,24,45
15MAY20:00,28,23,45
15MAY21:00,26,23,45
15MAY22:00,26,23,45
15MAY23:00,26,23,45
16MAY00:00,26,33,45
16MAY01:00,26,33,45
16MAY02:00,26,33,45
16MAY03:00,26,33,45
16MAY04:00,28,33,45
16MAY05:00,28,33,45
16MAY06:00,28,33,44
16MAY07:00,22,2,2
16MAY08:00,3,1,2
16MAY09:00,3,1,2
16MAY10:00,3,1,2
16MAY11:00,3,1,2
16MAY12:00,3,1,2
16MAY13:00,7,1,2
16MAY14:00,26,1,2
16MAY15:00,42,2,45
16MAY16:00,44,33,48
16MAY17:00,49,33,50
16MAY18:00,50,33,50
16MAY19:00,50,33,50
16MAY20:00,49,33,50
16MAY21:00,49,33,50
16MAY22:00,46,33,49
16MAY23:00,45,33,49
17MAY00:00,46,33,49
17MAY01:00,47,33,50
17MAY02:00,48,33,50
17MAY03:00,49,33,50
17MAY04:00,49,33,50
17MAY05:00,47,33,48
17MAY06:00,46,33,45
17MAY07:00,29,3,1
17MAY08:00,1,2,1
17MAY09:00,1,2,1
17MAY10:00,1,2,1
17MAY11:00,1,2,1
17MAY12:00,1,2,1
17MAY13:00,1,3,1
17MAY14:00,1,6,1
17MAY15:00,1,37,1
17MAY16:00,6,46,23
17MAY17:00,46,48,47
17MAY18:00,46,48,48
17MAY19:00,46,48,48
17MAY20:00,46,48,48
17MAY21:00,46,47,48
17MAY22:00,45,45,47
17MAY23:00,45,45,47
18MAY00:00,45,45,48
18MAY01:00,45,46,48
18MAY02:00,45,47,48
18MAY03:00,45,48,48
18MAY04:00,46,48,48
18MAY05:00,45,46,46
18MAY06:00,36,43,36
18MAY07:00,3,26,1
18MAY08:00,1,1,1
18MAY09:00,1,1,1
18MAY10:00,1,1,1
18MAY11:00,1,1,1
18MAY12:00,1,1,1
18MAY13:00,1,1,1
18MAY14:00,1,1,1
18MAY15:00,2,2,1
18MAY16:00,32,5,37
18MAY17:00,46,41,48
18MAY18:00,47,43,49
18MAY19:00,47,43,49
18MAY20:00,47,43,49
18MAY21:00,47,43,49
18MAY22:00,46,41,49
18MAY23:00,46,40,49
19MAY00:00,46,41,49
19MAY01:00,46,41,49
19MAY02:00,46,41,49
19MAY03:00,46,41,49
19MAY04:00,46,42,49
19MAY05:00,46,40,47
19MAY06:00,35,33,44
19MAY07:00,6,3,1
19MAY08:00,1,1,1
19MAY09:00,1,1,1
19MAY10:00,1,1,1
19MAY11:00,1,1,1
19MAY12:00,1,1,1
19MAY13:00,1,1,1
19MAY14:00,2,1,1
19MAY15:00,12,2,1
19MAY16:00,35,4,44
19MAY17:00,47,45,48
19MAY18:00,49,46,49
19MAY19:00,49,46,49
19MAY20:00,48,46,49
19MAY21:00,48,46,49
19MAY22:00,47,45,49
19MAY23:00,46,45,49
20MAY00:00,46,45,49
20MAY01:00,46,45,49
20MAY02:00,46,45,49
20MAY03:00,46,45,49
20MAY04:00,46,46,49
20MAY05:00,44,44,48
20MAY06:00,12,34,36
20MAY07:00,1,3,1
20MAY08:00,0,2,1
20MAY09:00,0,2,1
20MAY10:00,0,2,1
20MAY11:00,0,2,1
20MAY12:00,0,2,1
20MAY13:00,0,2,1
20MAY14:00,1,3,1
20MAY15:00,2,4,1
20MAY16:00,12,34,34
20MAY17:00,46,47,48
20MAY18:00,51,48,51
20MAY19:00,51,48,51
20MAY20:00,51,47,51
20MAY21:00,51,47,51
20MAY22:00,51,47,51
20MAY23:00,51,46,51
21MAY00:00,60,53,52
21MAY01:00,60,53,52
21MAY02:00,60,53,52
21MAY03:00,60,53,52
21MAY04:00,60,53,52
21MAY05:00,60,51,51
21MAY06:00,57,1,49
21MAY07:00,44,1,44
21MAY08:00,1,0,1
21MAY09:00,1,0,1
21MAY10:00,1,0,1
21MAY11:00,1,0,1
21MAY12:00,1,0,1
21MAY13:00,1,0,1
21MAY14:00,1,0,1
21MAY15:00,1,1,1
21MAY16:00,44,35,45
21MAY17:00,58,53,50
21MAY18:00,59,57,51
21MAY19:00,59,57,51
21MAY20:00,59,57,51
21MAY21:00,59,57,51
21MAY22:00,58,57,51
21MAY23:00,58,57,51
22MAY00:00,59,57,51
22MAY01:00,59,57,51
22MAY02:00,59,57,51
22MAY03:00,59,57,51
22MAY04:00,59,57,51
22MAY05:00,59,55,51
22MAY06:00,58,52,50
22MAY07:00,54,48,44
22MAY08:00,1,1,1
22MAY09:00,1,1,0
22MAY10:00,1,1,0
22MAY11:00,1,1,0
22MAY12:00,1,1,0
22MAY13:00,1,1,0
22MAY14:00,1,1,0
22MAY15:00,1,1,0
22MAY16:00,1,48,1
22MAY17:00,57,53,48
22MAY18:00,58,55,50
22MAY19:00,58,55,50
22MAY20:00,58,55,50
22MAY21:00,58,55,50
22MAY22:00,58,54,50
22MAY23:00,58,54,50
23MAY00:00,58,55,50
23MAY01:00,58,55,50
23MAY02:00,58,55,50
23MAY03:00,58,55,50
23MAY04:00,58,55,50
23MAY05:00,58,55,50
23MAY06:00,55,53,46
23MAY07:00,1,40,1
23MAY08:00,0,1,0
23MAY09:00,0,1,0
23MAY10:00,0,1,0
23MAY11:00,0,1,0
23MAY12:00,0,1,0
23MAY13:00,0,1,0
23MAY14:00,0,1,0
23MAY15:00,1,1,0
23MAY16:00,55,1,47
23MAY17:00,60,52,51
23MAY18:00,61,53,52
23MAY19:00,62,53,52
23MAY20:00,61,53,52
23MAY21:00,61,53,52
23MAY22:00,60,53,52
23MAY23:00,59,53,51
24MAY00:00,60,53,51
24MAY01:00,59,52,51
24MAY02:00,59,52,52
24MAY03:00,60,53,52
24MAY04:00,61,53,52
24MAY05:00,61,53,51
24MAY06:00,59,43,50
24MAY07:00,53,1,43
24MAY08:00,1,0,0
24MAY09:00,0,0,0
24MAY10:00,0,0,0
24MAY11:00,0,0,0
24MAY12:00,0,0,0
24MAY13:00,0,0,0
24MAY14:00,0,0,0
24MAY15:00,1,1,0
24MAY16:00,44,51,45
24MAY17:00,59,57,51
24MAY18:00,62,58,54
24MAY19:00,62,59,54
24MAY20:00,62,58,54
24MAY21:00,62,58,54
24MAY22:00,62,56,54
24MAY23:00,61,54,53
25MAY00:00,62,54,54
25MAY01:00,62,54,54
25MAY02:00,62,55,54
25MAY03:00,62,57,54
25MAY04:00,62,58,54
25MAY05:00,62,57,53
25MAY06:00,56,53,50
25MAY07:00,46,48,43
25MAY08:00,37,1,34
25MAY09:00,6,0,3
25MAY10:00,6,0,3
25MAY11:00,6,0,3
25MAY12:00,6,0,3
25MAY13:00,6,0,3
25MAY14:00,8,0,4
25MAY15:00,46,1,41
25MAY16:00,50,49,47
25MAY17:00,67,55,52
25MAY18:00,74,60,53
25MAY19:00,73,60,53
25MAY20:00,67,60,52
25MAY21:00,62,60,52
25MAY22:00,60,60,51
25MAY23:00,55,59,51
26MAY00:00,47,60,50
26MAY01:00,46,60,49
26MAY02:00,46,60,48
26MAY03:00,46,60,48
26MAY04:00,46,60,48
26MAY05:00,41,60,46
26MAY06:00,30,58,41
26MAY07:00,1,51,3
26MAY08:00,0,41,1
26MAY09:00,0,8,1
26MAY10:00,0,8,1
26MAY11:00,0,8,1
26MAY12:00,0,8,1
26MAY13:00,0,8,1
26MAY14:00,0,10,1
26MAY15:00,0,46,1
26MAY16:00,0,55,1
26MAY17:00,0,59,1
26MAY18:00,0,60,1
26MAY19:00,0,60,1
26MAY20:00,0,59,1
26MAY21:00,0,59,1
26MAY22:00,0,58,1
26MAY23:00,0,55,1
27MAY00:00,0,52,1
27MAY01:00,0,52,1
27MAY02:00,0,51,1
27MAY03:00,0,51,1
27MAY04:00,0,51,1
27MAY05:00,0,44,1
27MAY06:00,0,31,1
27MAY07:00,0,4,1
27MAY08:00,0,1,0
27MAY09:00,0,0,0
27MAY10:00,0,0,0
27MAY11:00,0,0,0
27MAY12:00,0,0,0
27MAY13:00,0,0,1
27MAY14:00,0,0,1
27MAY15:00,0,0,1
27MAY16:00,0,0,1
27MAY17:00,1,0,2
27MAY18:00,1,0,2
27MAY19:00,1,0,2
27MAY20:00,1,0,2
27MAY21:00,1,0,2
27MAY22:00,1,0,2
27MAY23:00,1,0,2
28MAY00:00,1,0,2
28MAY01:00,1,0,2
28MAY02:00,1,0,2
28MAY03:00,1,0,2
28MAY04:00,1,0,2
28MAY05:00,1,0,2
28MAY06:00,1,0,2
28MAY07:00,1,0,1
28MAY08:00,1,0,1
28MAY09:00,1,0,1
28MAY10:00,1,0,1
28MAY11:00,0,0,1
28MAY12:00,0,0,1
28MAY13:00,0,0,1
28MAY14:00,0,0,1
28MAY15:00,0,0,1
28MAY16:00,0,1,1
28MAY17:00,1,1,1
28MAY18:00,1,1,40
28MAY19:00,30,1,43
28MAY20:00,36,1,45
28MAY21:00,40,1,45
28MAY22:00,42,1,45
28MAY23:00,43,1,45
29MAY00:00,42,1,44
29MAY01:00,42,1,44
29MAY02:00,42,1,44
29MAY03:00,42,1,44
29MAY04:00,42,1,44
29MAY05:00,42,1,42
29MAY06:00,27,1,30
29MAY07:00,4,1,2
29MAY08:00,0,1,0
29MAY09:00,0,1,0
29MAY10:00,0,1,0
29MAY11:00,0,0,0
29MAY12:00,0,0,0
29MAY13:00,0,0,0
29MAY14:00,0,0,0
29MAY15:00,0,0,1
29MAY16:00,3,0,6
29MAY17:00,30,1,40
29MAY18:00,41,1,42
29MAY19:00,41,27,42
29MAY20:00,32,31,42
29MAY21:00,31,35,42
29MAY22:00,27,40,40
29MAY23:00,27,41,40
30MAY00:00,27,42,41
30MAY01:00,27,42,42
30MAY02:00,27,42,42
30MAY03:00,29,42,42
30MAY04:00,29,42,42
30MAY05:00,29,40,42
30MAY06:00,27,30,16
30MAY07:00,5,3,5
30MAY08:00,1,0,1
30MAY09:00,1,0,1
30MAY10:00,1,0,1
30MAY11:00,1,0,1
30MAY12:00,1,0,1
30MAY13:00,1,0,1
30MAY14:00,1,0,1
30MAY15:00,1,0,2
30MAY16:00,20,8,30
30MAY17:00,38,30,42
30MAY18:00,42,40,43
30MAY19:00,42,40,43
30MAY20:00,42,30,43
30MAY21:00,40,30,43
30MAY22:00,39,29,42
30MAY23:00,39,29,42
31MAY00:00,40,9,43
31MAY01:00,41,9,44
31MAY02:00,42,9,44
31MAY03:00,42,9,44
31MAY04:00,43,9,44
31MAY05:00,43,9,44
31MAY06:00,42,7,43
31MAY07:00,32,3,30
31MAY08:00,20,1,3
31MAY09:00,1,1,1
31MAY10:00,1,1,1
31MAY11:00,1,1,1
31MAY12:00,1,1,1
31MAY13:00,1,1,1
31MAY14:00,1,1,1
31MAY15:00,1,1,1
31MAY16:00,20,4,16
31MAY17:00,42,40,43
31MAY18:00,43,42,44
31MAY19:00,43,42,45
31MAY20:00,43,41,44
31MAY21:00,43,41,44
31MAY22:00,43,40,44
31MAY23:00,43,40,44
01JUN00:00,43,41,45
01JUN01:00,43,42,45
01JUN02:00,43,42,45
01JUN03:00,43,42,45
01JUN04:00,44,43,45
01JUN05:00,44,42,45
01JUN06:00,43,42,43
01JUN07:00,37,39,16
01JUN08:00,15,5,1
01JUN09:00,1,1,1
01JUN10:00,1,1,1
01JUN11:00,1,1,1
01JUN12:00,1,1,1
01JUN13:00,1,1,1
01JUN14:00,1,1,1
01JUN15:00,2,1,1
01JUN16:00,20,7,16
01JUN17:00,42,42,43
01JUN18:00,43,43,44
01JUN19:00,43,43,44
01JUN20:00,43,43,44
01JUN21:00,43,43,44
01JUN22:00,42,42,44
01JUN23:00,41,42,44
02JUN00:00,40,43,40
02JUN01:00,40,43,40
02JUN02:00,40,43,40
02JUN03:00,40,43,40
02JUN04:00,40,43,40
02JUN05:00,37,43,38
02JUN06:00,22,43,28
02JUN07:00,1,38,1
02JUN08:00,0,1,1
02JUN09:00,0,1,1
02JUN10:00,0,1,1
02JUN11:00,0,1,1
02JUN12:00,0,1,1
02JUN13:00,0,1,1
02JUN14:00,0,1,1
02JUN15:00,0,1,1
02JUN16:00,0,5,1
02JUN17:00,0,41,1
02JUN18:00,0,41,1
02JUN19:00,0,41,1
02JUN20:00,0,41,1
02JUN21:00,0,41,1
02JUN22:00,0,41,1
02JUN23:00,0,41,1
03JUN00:00,0,41,1
03JUN01:00,0,41,1
03JUN02:00,0,41,1
03JUN03:00,0,41,1
03JUN04:00,0,41,1
03JUN05:00,0,40,1
03JUN06:00,0,4,1
03JUN07:00,0,1,0
03JUN08:00,0,1,0
03JUN09:00,0,0,0
03JUN10:00,0,0,0
03JUN11:00,0,0,0
03JUN12:00,0,0,0
03JUN13:00,0,0,0
03JUN14:00,0,0,0
03JUN15:00,0,1,0
03JUN16:00,0,1,1
03JUN17:00,0,1,1
03JUN18:00,1,1,28
03JUN19:00,22,1,37
03JUN20:00,28,1,37
03JUN21:00,28,1,37
03JUN22:00,28,1,37
03JUN23:00,27,1,37
04JUN00:00,30,1,37
04JUN01:00,30,1,37
04JUN02:00,30,1,37
04JUN03:00,30,1,37
04JUN04:00,30,1,37
04JUN05:00,30,1,37
04JUN06:00,28,0,7
04JUN07:00,1,0,1
04JUN08:00,1,0,1
04JUN09:00,1,0,1
04JUN10:00,1,0,1
04JUN11:00,1,0,1
04JUN12:00,1,0,1
04JUN13:00,1,0,1
04JUN14:00,1,0,1
04JUN15:00,1,0,1
04JUN16:00,1,0,1
04JUN17:00,22,1,28
04JUN18:00,43,2,39
04JUN19:00,43,5,41
04JUN20:00,43,5,41
04JUN21:00,43,5,41
04JUN22:00,43,5,41
04JUN23:00,43,5,41
05JUN00:00,43,5,42
05JUN01:00,43,5,42
05JUN02:00,43,5,42
05JUN03:00,43,5,42
05JUN04:00,43,6,42
05JUN05:00,43,5,42
05JUN06:00,43,2,39
05JUN07:00,39,1,28
05JUN08:00,30,1,28
05JUN09:00,30,1,28
05JUN10:00,30,1,28
05JUN11:00,30,1,28
05JUN12:00,30,1,28
05JUN13:00,30,1,28
05JUN14:00,36,1,28
05JUN15:00,43,1,37
05JUN16:00,45,1,43
05JUN17:00,58,1,52
05JUN18:00,61,37,52
05JUN19:00,66,41,53
05JUN20:00,61,41,52
05JUN21:00,60,41,52
05JUN22:00,48,41,52
05JUN23:00,47,41,52
06JUN00:00,49,41,52
06JUN01:00,49,41,52
06JUN02:00,48,41,52
06JUN03:00,49,41,52
06JUN04:00,50,41,51
06JUN05:00,47,41,48
06JUN06:00,45,37,45
06JUN07:00,43,31,35
06JUN08:00,40,20,35
06JUN09:00,40,20,35
06JUN10:00,40,20,35
06JUN11:00,40,20,35
06JUN12:00,40,20,35
06JUN13:00,40,20,35
06JUN14:00,42,33,35
06JUN15:00,44,35,42
06JUN16:00,45,44,45
06JUN17:00,45,57,46
06JUN18:00,47,59,48
06JUN19:00,47,60,48
06JUN20:00,47,60,48
06JUN21:00,46,59,48
06JUN22:00,46,56,47
06JUN23:00,46,55,47
07JUN00:00,47,55,48
07JUN01:00,47,55,48
07JUN02:00,47,55,48
07JUN03:00,47,55,48
07JUN04:00,47,55,48
07JUN05:00,47,47,48
07JUN06:00,46,45,45
07JUN07:00,42,36,35
07JUN08:00,40,35,34
07JUN09:00,40,35,34
07JUN10:00,40,35,34
07JUN11:00,40,35,34
07JUN12:00,40,35,34
07JUN13:00,40,35,34
07JUN14:00,40,36,34
07JUN15:00,41,37,35
07JUN16:00,45,43,45
07JUN17:00,56,45,51
07JUN18:00,58,45,52
07JUN19:00,58,45,52
07JUN20:00,58,45,52
07JUN21:00,57,45,52
07JUN22:00,56,45,51
07JUN23:00,55,45,51
08JUN00:00,55,45,51
08JUN01:00,55,45,51
08JUN02:00,53,45,51
08JUN03:00,54,45,51
08JUN04:00,55,45,51
08JUN05:00,50,45,50
08JUN06:00,46,44,44
08JUN07:00,40,36,33
08JUN08:00,36,34,3
08JUN09:00,36,34,3
08JUN10:00,36,34,3
08JUN11:00,36,34,3
08JUN12:00,36,34,3
08JUN13:00,36,34,3
08JUN14:00,38,34,31
08JUN15:00,45,35,42
08JUN16:00,48,44,48
08JUN17:00,62,56,52
08JUN18:00,64,57,53
08JUN19:00,63,58,53
08JUN20:00,62,57,52
08JUN21:00,59,57,52
08JUN22:00,57,56,52
08JUN23:00,55,54,52
09JUN00:00,48,54,51
09JUN01:00,47,54,50
09JUN02:00,47,54,50
09JUN03:00,47,54,49
09JUN04:00,46,54,48
09JUN05:00,44,52,45
09JUN06:00,38,44,37
09JUN07:00,2,34,2
09JUN08:00,1,33,0
09JUN09:00,1,33,0
09JUN10:00,1,33,0
09JUN11:00,1,33,0
09JUN12:00,1,33,0
09JUN13:00,1,33,0
09JUN14:00,1,34,0
09JUN15:00,1,42,0
09JUN16:00,1,51,1
09JUN17:00,42,59,37
09JUN18:00,45,60,45
09JUN19:00,46,60,45
09JUN20:00,46,59,45
09JUN21:00,45,59,45
09JUN22:00,45,55,45
09JUN23:00,44,54,45
10JUN00:00,45,49,44
10JUN01:00,45,47,44
10JUN02:00,45,45,44
10JUN03:00,45,46,44
10JUN04:00,45,45,43
10JUN05:00,36,44,41
10JUN06:00,12,40,37
10JUN07:00,1,4,1
10JUN08:00,0,1,1
10JUN09:00,0,1,1
10JUN10:00,0,1,1
10JUN11:00,0,1,1
10JUN12:00,0,1,1
10JUN13:00,0,1,1
10JUN14:00,0,1,1
10JUN15:00,7,1,35
10JUN16:00,42,2,39
10JUN17:00,47,41,45
10JUN18:00,53,43,51
10JUN19:00,55,43,51
10JUN20:00,54,43,51
10JUN21:00,53,43,51
10JUN22:00,52,43,51
10JUN23:00,50,43,51
11JUN00:00,50,43,51
11JUN01:00,48,43,51
11JUN02:00,47,42,51
11JUN03:00,47,43,50
11JUN04:00,47,42,50
11JUN05:00,46,38,44
11JUN06:00,44,1,40
11JUN07:00,12,1,37
11JUN08:00,2,1,1
11JUN09:00,0,1,1
11JUN10:00,0,1,1
11JUN11:00,0,1,1
11JUN12:00,0,1,1
11JUN13:00,0,1,1
11JUN14:00,0,1,1
11JUN15:00,0,2,1
11JUN16:00,1,41,1
11JUN17:00,7,45,37
11JUN18:00,12,51,40
11JUN19:00,12,53,40
11JUN20:00,12,53,40
11JUN21:00,12,51,40
11JUN22:00,12,51,40
11JUN23:00,10,50,40
12JUN00:00,11,49,40
12JUN01:00,9,47,40
12JUN02:00,9,46,40
12JUN03:00,9,46,40
12JUN04:00,9,46,39
12JUN05:00,1,43,2
12JUN06:00,1,40,1
12JUN07:00,0,2,1
12JUN08:00,0,1,0
12JUN09:00,0,1,0
12JUN10:00,0,1,0
12JUN11:00,0,1,0
12JUN12:00,0,1,0
12JUN13:00,0,1,0
12JUN14:00,0,1,0
12JUN15:00,0,1,0
12JUN16:00,0,1,1
12JUN17:00,1,1,1
12JUN18:00,1,2,37
12JUN19:00,10,2,41
12JUN20:00,12,2,41
12JUN21:00,12,2,41
12JUN22:00,11,2,40
12JUN23:00,11,2,40
13JUN00:00,24,2,41
13JUN01:00,32,2,41
13JUN02:00,32,2,41
13JUN03:00,32,1,42
13JUN04:00,32,1,42
13JUN05:00,32,1,41
13JUN06:00,12,1,20
13JUN07:00,1,1,1
13JUN08:00,0,0,0
13JUN09:00,0,0,0
13JUN10:00,0,0,0
13JUN11:00,0,0,0
13JUN12:00,0,0,0
13JUN13:00,0,0,0
13JUN14:00,0,0,0
13JUN15:00,1,0,1
13JUN16:00,42,1,38
13JUN17:00,49,1,44
13JUN18:00,58,1,52
13JUN19:00,77,2,52
13JUN20:00,77,2,52
13JUN21:00,77,2,52
13JUN22:00,72,2,51
13JUN23:00,72,2,51
14JUN00:00,76,29,52
14JUN01:00,77,29,52
14JUN02:00,77,29,52
14JUN03:00,77,29,52
14JUN04:00,77,29,52
14JUN05:00,77,29,51
14JUN06:00,57,2,45
14JUN07:00,54,1,2
14JUN08:00,41,0,1
14JUN09:00,3,0,1
14JUN10:00,3,0,1
14JUN11:00,3,0,1
14JUN12:00,3,0,1
14JUN13:00,3,0,1
14JUN14:00,37,0,1
14JUN15:00,53,2,22
14JUN16:00,55,36,46
14JUN17:00,78,45,51
14JUN18:00,78,54,51
14JUN19:00,78,54,51
14JUN20:00,78,54,51
14JUN21:00,78,54,51
14JUN22:00,57,52,51
14JUN23:00,56,52,51
15JUN00:00,57,51,51
15JUN01:00,56,51,51
15JUN02:00,56,52,51
15JUN03:00,56,53,51
15JUN04:00,57,53,51
15JUN05:00,57,52,50
15JUN06:00,56,48,46
15JUN07:00,55,47,43
15JUN08:00,55,3,43
15JUN09:00,53,2,43
15JUN10:00,53,2,43
15JUN11:00,53,2,43
15JUN12:00,53,2,43
15JUN13:00,53,2,43
15JUN14:00,53,31,43
15JUN15:00,54,43,45
15JUN16:00,56,48,46
15JUN17:00,60,50,51
15JUN18:00,73,51,51
15JUN19:00,60,54,51
15JUN20:00,60,51,51
15JUN21:00,57,51,51
15JUN22:00,56,50,51
15JUN23:00,56,49,51
16JUN00:00,56,49,51
16JUN01:00,57,49,51
16JUN02:00,57,49,51
16JUN03:00,57,49,51
16JUN04:00,56,49,51
16JUN05:00,55,49,48
16JUN06:00,54,48,45
16JUN07:00,47,47,38
16JUN08:00,3,45,1
16JUN09:00,1,41,1
16JUN10:00,1,41,1
16JUN11:00,1,41,1
16JUN12:00,1,41,1
16JUN13:00,1,41,1
16JUN14:00,1,41,1
16JUN15:00,1,46,1
16JUN16:00,4,48,1
16JUN17:00,52,50,44
16JUN18:00,55,51,48
16JUN19:00,55,52,49
16JUN20:00,55,51,49
16JUN21:00,55,51,49
16JUN22:00,55,51,49
16JUN23:00,55,51,49
17JUN00:00,55,50,49
17JUN01:00,55,50,49
17JUN02:00,55,50,49
17JUN03:00,55,50,49
17JUN04:00,55,49,49
17JUN05:00,53,48,47
17JUN06:00,29,47,43
17JUN07:00,2,43,1
17JUN08:00,1,3,1
17JUN09:00,0,1,1
17JUN10:00,0,1,1
17JUN11:00,0,1,1
17JUN12:00,0,1,1
17JUN13:00,0,1,1
17JUN14:00,0,1,1
17JUN15:00,1,1,1
17JUN16:00,2,2,1
17JUN17:00,7,45,42
17JUN18:00,48,47,45
17JUN19:00,52,48,45
17JUN20:00,41,48,45
17JUN21:00,7,48,45
17JUN22:00,2,48,43
17JUN23:00,2,48,42
18JUN00:00,3,48,35
18JUN01:00,3,48,35
18JUN02:00,3,48,35
18JUN03:00,3,48,35
18JUN04:00,3,48,35
18JUN05:00,3,47,32
18JUN06:00,3,39,3
18JUN07:00,3,21,2
18JUN08:00,2,1,2
18JUN09:00,2,1,2
18JUN10:00,2,1,2
18JUN11:00,2,1,2
