id;scenario;process;parameter;sector;category;specification;new;groups;input_groups;output_groups;year;unit;value
130;f_tra_tokio;x2x_import_ammonia;costs_variable;x2x;import;[];0;;;;2056;MEUR/a;0.0
131;f_tra_tokio;x2x_import_ammonia;flow_volume;x2x;import;[];0;;;['sec_ammonia_orig'];2056;GWh;0.0
132;f_tra_tokio;x2x_import_ammonia;capacity_inst;x2x;import;[];0;;;;2063;GW;0.0
133;f_tra_tokio;x2x_import_ammonia;capacity_new;x2x;import;[];0;;;;2063;GW;0.0
134;f_tra_tokio;x2x_import_ammonia;costs_investment;x2x;import;[];0;;;;2063;MEUR/a;0.0
135;f_tra_tokio;x2x_import_ammonia;costs_fixed;x2x;import;[];0;;;;2063;MEUR/a;0.0
136;f_tra_tokio;x2x_import_ammonia;costs_variable;x2x;import;[];0;;;;2063;MEUR/a;0.0
137;f_tra_tokio;x2x_import_ammonia;flow_volume;x2x;import;[];0;;;['sec_ammonia_orig'];2063;GWh;0.0
138;f_tra_tokio;x2x_import_ammonia;capacity_inst;x2x;import;[];0;;;;2070;GW;0.0
139;f_tra_tokio;x2x_import_ammonia;capacity_new;x2x;import;[];0;;;;2070;GW;0.0
140;f_tra_tokio;x2x_import_ammonia;costs_investment;x2x;import;[];0;;;;2070;MEUR/a;0.0
141;f_tra_tokio;x2x_import_ammonia;costs_fixed;x2x;import;[];0;;;;2070;MEUR/a;0.0
142;f_tra_tokio;x2x_import_ammonia;costs_variable;x2x;import;[];0;;;;2070;MEUR/a;0.0
143;f_tra_tokio;x2x_import_ammonia;flow_volume;x2x;import;[];0;;;['sec_ammonia_orig'];2070;GWh;0.0
144;f_tra_tokio;x2x_import_biogas;capacity_inst;x2x;import;[];0;;;;2021;GW;0.0
145;f_tra_tokio;x2x_import_biogas;capacity_new;x2x;import;[];0;;;;2021;GW;0.0
146;f_tra_tokio;x2x_import_biogas;costs_investment;x2x;import;[];0;;;;2021;MEUR/a;0.0
147;f_tra_tokio;x2x_import_biogas;costs_fixed;x2x;import;[];0;;;;2021;MEUR/a;0.0
148;f_tra_tokio;x2x_import_biogas;costs_variable;x2x;import;[];0;;;;2021;MEUR/a;0.0
149;f_tra_tokio;x2x_import_biogas;flow_volume;x2x;import;[];0;;;['x2x_import_biogas_helper'];2021;GWh;0.0
150;f_tra_tokio;x2x_import_biogas;capacity_inst;x2x;import;[];0;;;;2028;GW;0.0
151;f_tra_tokio;x2x_import_biogas;capacity_new;x2x;import;[];0;;;;2028;GW;0.0
152;f_tra_tokio;x2x_import_biogas;costs_investment;x2x;import;[];0;;;;2028;MEUR/a;0.0
153;f_tra_tokio;x2x_import_biogas;costs_fixed;x2x;import;[];0;;;;2028;MEUR/a;0.0
154;f_tra_tokio;x2x_import_biogas;costs_variable;x2x;import;[];0;;;;2028;MEUR/a;0.0
155;f_tra_tokio;x2x_import_biogas;flow_volume;x2x;import;[];0;;;['x2x_import_biogas_helper'];2028;GWh;0.0
156;f_tra_tokio;x2x_import_biogas;capacity_inst;x2x;import;[];0;;;;2035;GW;0.0
157;f_tra_tokio;x2x_import_biogas;capacity_new;x2x;import;[];0;;;;2035;GW;0.0
158;f_tra_tokio;x2x_import_biogas;costs_investment;x2x;import;[];0;;;;2035;MEUR/a;0.0
159;f_tra_tokio;x2x_import_biogas;costs_fixed;x2x;import;[];0;;;;2035;MEUR/a;0.0
160;f_tra_tokio;x2x_import_biogas;costs_variable;x2x;import;[];0;;;;2035;MEUR/a;0.0
161;f_tra_tokio;x2x_import_biogas;flow_volume;x2x;import;[];0;;;['x2x_import_biogas_helper'];2035;GWh;0.0
162;f_tra_tokio;x2x_import_biogas;capacity_inst;x2x;import;[];0;;;;2042;GW;0.0
163;f_tra_tokio;x2x_import_biogas;capacity_new;x2x;import;[];0;;;;2042;GW;0.0
164;f_tra_tokio;x2x_import_biogas;costs_investment;x2x;import;[];0;;;;2042;MEUR/a;0.0
165;f_tra_tokio;x2x_import_biogas;costs_fixed;x2x;import;[];0;;;;2042;MEUR/a;0.0
166;f_tra_tokio;x2x_import_biogas;costs_variable;x2x;import;[];0;;;;2042;MEUR/a;0.0
167;f_tra_tokio;x2x_import_biogas;flow_volume;x2x;import;[];0;;;['x2x_import_biogas_helper'];2042;GWh;0.0
168;f_tra_tokio;x2x_import_biogas;capacity_inst;x2x;import;[];0;;;;2049;GW;0.0
169;f_tra_tokio;x2x_import_biogas;capacity_new;x2x;import;[];0;;;;2049;GW;0.0
170;f_tra_tokio;x2x_import_biogas;costs_investment;x2x;import;[];0;;;;2049;MEUR/a;0.0
171;f_tra_tokio;x2x_import_biogas;costs_fixed;x2x;import;[];0;;;;2049;MEUR/a;0.0
172;f_tra_tokio;x2x_import_biogas;costs_variable;x2x;import;[];0;;;;2049;MEUR/a;0.0
173;f_tra_tokio;x2x_import_biogas;flow_volume;x2x;import;[];0;;;['x2x_import_biogas_helper'];2049;GWh;0.0
174;f_tra_tokio;x2x_import_biogas;capacity_inst;x2x;import;[];0;;;;2056;GW;0.0
175;f_tra_tokio;x2x_import_biogas;capacity_new;x2x;import;[];0;;;;2056;GW;0.0
176;f_tra_tokio;x2x_import_biogas;costs_investment;x2x;import;[];0;;;;2056;MEUR/a;0.0
177;f_tra_tokio;x2x_import_biogas;costs_fixed;x2x;import;[];0;;;;2056;MEUR/a;0.0
178;f_tra_tokio;x2x_import_biogas;costs_variable;x2x;import;[];0;;;;2056;MEUR/a;0.0
179;f_tra_tokio;x2x_import_biogas;flow_volume;x2x;import;[];0;;;['x2x_import_biogas_helper'];2056;GWh;0.0
180;f_tra_tokio;x2x_import_biogas;capacity_inst;x2x;import;[];0;;;;2063;GW;0.0
181;f_tra_tokio;x2x_import_biogas;capacity_new;x2x;import;[];0;;;;2063;GW;0.0
182;f_tra_tokio;x2x_import_biogas;costs_investment;x2x;import;[];0;;;;2063;MEUR/a;0.0
183;f_tra_tokio;x2x_import_biogas;costs_fixed;x2x;import;[];0;;;;2063;MEUR/a;0.0
184;f_tra_tokio;x2x_import_biogas;costs_variable;x2x;import;[];0;;;;2063;MEUR/a;0.0
185;f_tra_tokio;x2x_import_biogas;flow_volume;x2x;import;[];0;;;['x2x_import_biogas_helper'];2063;GWh;0.0
186;f_tra_tokio;x2x_import_biogas;capacity_inst;x2x;import;[];0;;;;2070;GW;0.0
187;f_tra_tokio;x2x_import_biogas;capacity_new;x2x;import;[];0;;;;2070;GW;0.0
188;f_tra_tokio;x2x_import_biogas;costs_investment;x2x;import;[];0;;;;2070;MEUR/a;0.0
189;f_tra_tokio;x2x_import_biogas;costs_fixed;x2x;import;[];0;;;;2070;MEUR/a;0.0
190;f_tra_tokio;x2x_import_biogas;costs_variable;x2x;import;[];0;;;;2070;MEUR/a;0.0
191;f_tra_tokio;x2x_import_biogas;flow_volume;x2x;import;[];0;;;['x2x_import_biogas_helper'];2070;GWh;0.0
